GEOID,NAME,variable,estimate,moe,year,label_short
2502702760,Auburn,B08303_007,449,110,2019,25 to 29 minutes
2502702760,Auburn,B08303_008,997,196,2019,30 to 34 minutes
2502702760,Auburn,B08303_009,232,85,2019,35 to 39 minutes
2502702760,Auburn,B08303_010,356,109,2019,40 to 44 minutes
2502702760,Auburn,B08303_011,708,132,2019,45 to 59 minutes
2502702760,Auburn,B08303_012,603,124,2019,60 to 89 minutes
2502702760,Auburn,B08303_013,448,112,2019,90 or more minutes
2502702760,Auburn,B08303_002,160,58,2020,Less than 5 minutes
2502702760,Auburn,B08303_003,734,164,2020,5 to 9 minutes
2502702760,Auburn,B08303_004,1115,211,2020,10 to 14 minutes
2502702760,Auburn,B08303_005,1370,240,2020,15 to 19 minutes
2502702760,Auburn,B08303_006,936,181,2020,20 to 24 minutes
2502702760,Auburn,B08303_007,445,116,2020,25 to 29 minutes
2502702760,Auburn,B08303_008,900,181,2020,30 to 34 minutes
2502702760,Auburn,B08303_009,241,83,2020,35 to 39 minutes
2502702760,Auburn,B08303_010,174,63,2020,40 to 44 minutes
2502702760,Auburn,B08303_011,671,131,2020,45 to 59 minutes
2502702760,Auburn,B08303_012,476,109,2020,60 to 89 minutes
2502702760,Auburn,B08303_013,453,123,2020,90 or more minutes
2502702760,Auburn,B08303_002,196,76,2021,Less than 5 minutes
2502702760,Auburn,B08303_003,701,175,2021,5 to 9 minutes
2502702760,Auburn,B08303_004,1289,242,2021,10 to 14 minutes
2502702760,Auburn,B08303_005,1310,223,2021,15 to 19 minutes
2502702760,Auburn,B08303_006,814,175,2021,20 to 24 minutes
2502702760,Auburn,B08303_007,347,107,2021,25 to 29 minutes
2502702760,Auburn,B08303_008,1030,202,2021,30 to 34 minutes
2502702760,Auburn,B08303_009,174,75,2021,35 to 39 minutes
2502702760,Auburn,B08303_010,175,65,2021,40 to 44 minutes
2502702760,Auburn,B08303_011,593,143,2021,45 to 59 minutes
2502702760,Auburn,B08303_012,501,139,2021,60 to 89 minutes
2502702760,Auburn,B08303_013,384,130,2021,90 or more minutes
2502702760,Auburn,B08303_002,229,98,2022,Less than 5 minutes
2502702760,Auburn,B08303_003,597,183,2022,5 to 9 minutes
2502702760,Auburn,B08303_004,1185,262,2022,10 to 14 minutes
2502702760,Auburn,B08303_005,1309,251,2022,15 to 19 minutes
2502702760,Auburn,B08303_006,785,176,2022,20 to 24 minutes
2502702760,Auburn,B08303_007,522,125,2022,25 to 29 minutes
2502702760,Auburn,B08303_008,957,266,2022,30 to 34 minutes
2502702760,Auburn,B08303_009,181,70,2022,35 to 39 minutes
2502702760,Auburn,B08303_010,249,90,2022,40 to 44 minutes
2502702760,Auburn,B08303_011,456,123,2022,45 to 59 minutes
2502702760,Auburn,B08303_012,491,135,2022,60 to 89 minutes
2502702760,Auburn,B08303_013,489,152,2022,90 or more minutes
2502702760,Auburn,B08303_002,276,125,2023,Less than 5 minutes
2502702760,Auburn,B08303_003,731,196,2023,5 to 9 minutes
2502702760,Auburn,B08303_004,1265,227,2023,10 to 14 minutes
2502702760,Auburn,B08303_005,1284,237,2023,15 to 19 minutes
2502702760,Auburn,B08303_006,822,198,2023,20 to 24 minutes
2502702760,Auburn,B08303_007,490,150,2023,25 to 29 minutes
2502702760,Auburn,B08303_008,944,215,2023,30 to 34 minutes
2502702760,Auburn,B08303_009,237,93,2023,35 to 39 minutes
2502702760,Auburn,B08303_010,183,75,2023,40 to 44 minutes
2502702760,Auburn,B08303_011,362,109,2023,45 to 59 minutes
2502702760,Auburn,B08303_012,431,156,2023,60 to 89 minutes
2502702760,Auburn,B08303_013,327,135,2023,90 or more minutes
